variety,defect_type,length_mm,width_mm,aspect_ratio,area_mm2,circularity,solidity,eccentricity,rg_ratio,rb_ratio,gb_ratio,norm_s,quality_grade
ganga_kaveri,whole,4.763,2.314,2.058,8.656,0.5516,0.9096,0.5165,1.1624,1.1478,1.1067,0.1338,Grade A
ganga_kaveri,whole,4.464,2.127,2.099,7.458,0.6026,0.9552,0.5259,1.0116,1.1422,1.1322,0.152,Grade A
ganga_kaveri,whole,4.614,2.051,2.25,7.432,0.7495,0.9392,0.5575,1.0654,1.3505,1.1024,0.1638,Grade B
ganga_kaveri,whole,4.594,2.379,1.931,8.581,0.822,0.8662,0.4849,1.0442,1.3529,1.1343,0.157,Grade B
ganga_kaveri,whole,4.818,2.169,2.221,8.209,0.7755,0.93,0.5518,1.1184,1.2184,1.0703,0.1451,Grade A
ganga_kaveri,whole,4.901,2.438,2.01,9.386,0.8948,0.9713,0.505,1.0508,1.2722,1.1672,0.0825,Grade A
ganga_kaveri,chalky,3.948,2.409,1.639,7.472,0.6751,0.8364,0.3935,1.1143,1.3273,1.1836,0.1203,Rejected
ganga_kaveri,whole,4.698,2.235,2.102,8.248,0.7277,0.9798,0.5265,1.0542,1.4378,1.1385,0.131,Grade A
ganga_kaveri,whole,4.042,2.291,1.765,7.273,0.5908,0.9268,0.4365,1.1497,1.3217,1.0277,0.1913,Grade B
ganga_kaveri,discolored,4.65,2.435,1.91,8.894,0.6333,0.9299,0.4791,1.0536,1.2377,1.1288,0.087,Rejected
ganga_kaveri,discolored,4.765,2.564,1.858,9.595,0.7324,0.8934,0.4648,1.1404,1.1614,1.116,0.1011,Common
ganga_kaveri,whole,4.946,2.589,1.911,10.055,0.7487,0.9736,0.4793,1.0372,1.2979,1.1625,0.1554,Grade A
ganga_kaveri,whole,4.773,2.575,1.853,9.654,0.6332,0.9169,0.4634,1.0265,1.0702,1.182,0.1483,Grade A
ganga_kaveri,whole,4.488,1.956,2.294,6.895,0.837,0.8657,0.566,1.1653,1.3457,1.116,0.096,Grade B
ganga_kaveri,whole,4.633,2.303,2.011,8.381,0.5219,0.8085,0.5053,1.1036,1.2251,1.1368,0.1509,Grade B
ganga_kaveri,whole,4.491,2.5,1.796,8.818,0.5643,0.9312,0.4464,1.1231,1.3244,1.0538,0.1072,Grade A
ganga_kaveri,whole,4.754,2.699,1.761,10.078,0.6505,0.8951,0.4354,1.159,1.2937,1.2461,0.1387,Grade A
ganga_kaveri,whole,4.104,2.532,1.62,8.162,0.8189,1.0,0.3867,1.1406,1.363,1.1352,0.0953,Grade A
ganga_kaveri,broken,4.872,2.484,1.962,9.503,0.7107,0.9394,0.4928,1.1094,1.3727,1.2477,0.1463,Rejected
ganga_kaveri,whole,4.452,2.551,1.745,8.922,0.5606,0.9727,0.4302,1.0183,1.2929,1.1193,0.1466,Grade A
ganga_kaveri,broken,4.735,2.284,2.073,8.495,0.7881,0.9201,0.5198,1.1137,1.1934,1.1346,0.1162,Common
ganga_kaveri,discolored,4.342,2.615,1.66,8.92,0.483,0.8603,0.4013,1.0325,1.1618,1.075,0.1424,Common
ganga_kaveri,whole,4.821,2.453,1.965,9.288,0.7658,0.9165,0.4937,1.0188,1.3546,1.1347,0.1019,Grade A
ganga_kaveri,broken,4.543,2.217,2.049,7.912,0.6583,0.9372,0.5143,1.1109,1.1982,1.1407,0.1622,Common
ganga_kaveri,chalky,4.978,2.629,1.893,10.277,0.5612,0.9582,0.4746,1.0868,1.2259,1.1801,0.1584,Rejected
ganga_kaveri,whole,4.76,2.224,2.14,8.316,0.7742,0.8881,0.5349,1.103,1.2457,1.1569,0.153,Grade A
ganga_kaveri,whole,4.017,2.28,1.762,7.195,0.737,0.9492,0.4355,1.084,1.2654,1.1946,0.1231,Grade B
ganga_kaveri,broken,4.879,2.207,2.211,8.457,0.6921,0.905,0.5498,1.0297,1.2988,1.1377,0.1497,Common
ganga_kaveri,whole,4.313,2.444,1.765,8.279,0.7792,0.8915,0.4366,1.1411,1.1717,1.2571,0.1304,Common
ganga_kaveri,whole,4.409,2.34,1.884,8.104,0.7809,0.8908,0.4721,1.045,1.2523,1.0994,0.1846,Common
ganga_kaveri,broken,4.419,2.566,1.722,8.906,0.7209,0.8708,0.4226,1.0896,1.3327,1.1587,0.1658,Common
ganga_kaveri,chalky,4.453,2.184,2.039,7.638,0.6386,0.9298,0.5119,1.1227,1.0963,1.1695,0.1347,Rejected
ganga_kaveri,whole,4.735,2.662,1.779,9.9,0.6784,0.9669,0.4409,1.1881,1.3749,1.1045,0.1224,Grade A
ganga_kaveri,whole,4.49,2.498,1.797,8.808,0.7686,0.8781,0.4467,1.0941,1.1084,1.2565,0.1146,Grade A
ganga_kaveri,broken,4.618,2.338,1.975,8.48,0.8146,0.7781,0.4962,1.089,1.2615,1.1428,0.1818,Grade B
ganga_kaveri,damaged,4.714,2.652,1.777,9.82,0.6333,0.8834,0.4405,1.1558,1.304,1.0773,0.1138,Rejected
ganga_kaveri,chalky,4.383,1.817,2.412,6.255,0.7523,0.859,0.5871,0.969,1.0434,1.2188,0.1339,Rejected
ganga_kaveri,discolored,4.804,2.723,1.764,10.275,0.5607,0.9183,0.4363,0.993,1.2516,1.1551,0.1488,Rejected
ganga_kaveri,whole,4.825,2.831,1.704,10.728,0.6685,0.8729,0.4167,1.1048,1.2058,1.2589,0.1215,Grade A
ganga_kaveri,whole,4.83,2.368,2.039,8.984,0.6358,1.0,0.512,1.0386,1.2728,1.2091,0.0811,Common
ganga_kaveri,whole,4.754,2.189,2.172,8.173,0.7823,0.8719,0.5416,1.1316,1.3585,1.2217,0.1375,Grade A
ganga_kaveri,whole,5.071,2.26,2.244,9.001,0.5963,0.9533,0.5563,1.0422,1.194,1.0834,0.1155,Common
ganga_kaveri,whole,4.574,2.449,1.868,8.796,0.7951,0.9463,0.4675,1.0785,1.2541,1.2006,0.1682,Grade B
ganga_kaveri,whole,4.282,2.111,2.029,7.1,0.7666,0.9489,0.5095,1.1246,1.2597,1.2544,0.1155,Common
ganga_kaveri,whole,4.405,2.519,1.749,8.714,0.741,0.9378,0.4316,1.0949,1.267,1.3133,0.1655,Grade A
ganga_kaveri,whole,4.831,2.422,1.994,9.192,0.8007,0.9459,0.5011,1.0916,1.2457,1.1651,0.0349,Grade B
ganga_kaveri,whole,5.11,2.404,2.126,9.647,0.5811,0.9175,0.5317,1.0272,1.3079,1.1875,0.1587,Common
ganga_kaveri,whole,4.347,2.407,1.806,8.217,0.5635,0.9551,0.4494,1.1211,1.3097,1.1701,0.1424,Grade B
ganga_kaveri,damaged,4.644,2.183,2.128,7.962,0.6132,0.9249,0.5322,1.1562,1.2495,1.1558,0.1178,Common
ganga_kaveri,broken,4.429,2.459,1.801,8.553,0.5503,0.984,0.4478,1.0501,1.3278,1.0938,0.1501,Rejected
ganga_kaveri,chalky,4.282,2.45,1.748,8.239,0.5817,0.9074,0.4311,1.1518,1.3337,1.1709,0.1008,Rejected
ganga_kaveri,chalky,4.807,2.404,2.0,9.075,0.468,0.9591,0.5024,1.0885,1.3662,1.1043,0.0347,Rejected
ganga_kaveri,whole,4.059,2.204,1.841,7.027,0.9755,0.9047,0.4599,1.1339,1.2179,1.0446,0.1249,Grade A
ganga_kaveri,whole,4.563,2.453,1.86,8.791,0.685,0.8568,0.4654,1.1192,1.1141,1.047,0.1522,Common
ganga_kaveri,whole,4.153,2.258,1.839,7.367,0.6737,0.8402,0.4592,1.0457,1.3222,1.2556,0.1174,Grade B
ganga_kaveri,whole,4.811,2.239,2.149,8.461,0.7307,0.9076,0.5367,1.1692,1.2,1.2077,0.1216,Grade A
ganga_kaveri,broken,4.329,2.397,1.806,8.151,0.6937,0.9321,0.4493,1.0951,1.3338,1.2254,0.0985,Rejected
ganga_kaveri,whole,4.878,2.163,2.255,8.286,0.7588,0.951,0.5586,0.9753,1.2774,1.1419,0.1072,Grade B
ganga_kaveri,whole,4.342,2.415,1.798,8.236,0.7686,0.9129,0.4468,1.16,1.3125,1.0393,0.1141,Common
ganga_kaveri,whole,4.42,2.496,1.771,8.665,0.4375,1.0,0.4385,1.1219,1.2819,1.2409,0.2003,Grade A
ganga_kaveri,whole,4.879,2.59,1.884,9.923,0.7131,0.9129,0.472,1.0615,1.2039,1.1288,0.0895,Grade A
ganga_kaveri,whole,4.661,2.393,1.948,8.759,0.7147,0.8939,0.4893,1.2746,1.3788,1.0953,0.137,Grade A
ganga_kaveri,whole,4.171,2.486,1.678,8.146,0.6319,0.9684,0.4074,1.1496,1.3799,1.1189,0.1443,Grade B
ganga_kaveri,whole,4.353,2.722,1.599,9.306,0.7227,0.9518,0.3786,1.0407,1.1725,1.1358,0.1263,Grade A
ganga_kaveri,chalky,4.06,2.176,1.866,6.938,0.7671,0.9502,0.4669,1.0665,1.1886,1.1084,0.1188,Rejected
ganga_kaveri,whole,4.441,2.169,2.047,7.567,0.7268,0.8788,0.5139,1.0589,1.376,1.2196,0.1347,Grade A
ganga_kaveri,whole,4.94,2.325,2.125,9.02,0.8351,0.9846,0.5316,1.1898,1.2944,1.2052,0.1724,Grade B
ganga_kaveri,chalky,4.456,2.448,1.821,8.567,0.5709,0.9128,0.4538,1.1558,1.0947,1.2621,0.1637,Common
ganga_kaveri,whole,4.601,2.646,1.739,9.562,0.7983,0.85,0.4282,1.1252,1.2535,1.175,0.1082,Grade B
ganga_kaveri,whole,4.363,2.133,2.046,7.31,0.6614,0.9417,0.5135,1.1044,1.3703,1.2174,0.1591,Grade B
ganga_kaveri,damaged,4.537,2.612,1.737,9.308,0.6948,0.9452,0.4276,1.0709,1.1876,1.1626,0.1393,Rejected
ganga_kaveri,whole,4.39,2.353,1.866,8.113,0.6061,0.976,0.4669,1.0723,1.3862,1.2617,0.1276,Grade A
ganga_kaveri,whole,4.129,2.125,1.943,6.892,0.8378,0.9258,0.4879,1.1134,1.0924,1.0981,0.1566,Common
ganga_kaveri,whole,4.781,2.727,1.753,10.24,0.6779,0.9235,0.4328,1.1016,1.4614,1.044,0.1505,Grade A
mansuri,whole,5.456,1.991,2.741,8.531,0.6343,0.9176,0.6365,1.1527,1.559,1.2585,0.1246,Grade A
mansuri,whole,4.818,1.847,2.608,6.989,0.7733,0.8563,0.618,1.1729,1.349,1.1659,0.1458,Common
mansuri,discolored,6.107,2.017,3.027,9.677,0.7009,0.9081,0.6708,1.1146,1.2691,1.0837,0.2113,Rejected
mansuri,whole,5.478,1.782,3.073,7.669,0.6814,0.84,0.6757,1.2466,1.2112,1.1481,0.1368,Grade B
mansuri,whole,5.03,2.101,2.395,8.299,0.7731,0.9469,0.5841,1.1529,1.5015,1.3411,0.1294,Grade B
mansuri,whole,5.69,1.629,3.492,7.28,0.683,0.8794,0.7145,1.1597,1.3957,1.0855,0.1493,Common
mansuri,whole,5.777,1.956,2.953,8.876,0.7342,0.9064,0.6625,1.037,1.2203,1.2526,0.1506,Grade A
mansuri,foreign,5.384,2.068,2.604,8.743,0.6665,0.8529,0.6175,1.1546,1.2936,1.2119,0.1982,Rejected
mansuri,chalky,5.052,1.865,2.709,7.399,0.761,0.8422,0.6322,1.1221,1.3181,1.2125,0.1811,Rejected
mansuri,whole,5.122,1.922,2.666,7.731,0.7084,0.8665,0.6262,1.1674,1.496,1.209,0.1652,Grade B
mansuri,discolored,4.808,1.787,2.69,6.749,0.5608,1.0,0.6297,1.1031,1.2823,1.2633,0.1163,Common
mansuri,whole,5.209,1.911,2.726,7.817,0.8029,0.9451,0.6345,1.1249,1.3162,1.234,0.156,Grade A
mansuri,whole,5.092,1.913,2.662,7.65,0.6519,1.0,0.6257,1.1076,1.1977,1.2019,0.1656,Grade B
mansuri,whole,4.899,2.031,2.412,7.813,0.5619,0.8982,0.5872,1.0945,1.3044,1.2513,0.1295,Grade A
mansuri,whole,5.396,1.898,2.843,8.043,0.715,0.9249,0.6495,1.1362,1.3775,1.2336,0.1636,Grade A
mansuri,whole,5.682,2.017,2.818,9.0,0.6308,0.887,0.6464,1.0756,1.3529,1.272,0.1378,Common
mansuri,foreign,5.453,1.866,2.922,7.992,0.7747,0.9363,0.6589,1.2465,1.2418,1.2411,0.1341,Common
mansuri,whole,5.17,1.898,2.723,7.707,0.7137,1.0,0.6342,1.099,1.2196,1.2264,0.0878,Grade A
mansuri,whole,5.802,2.056,2.822,9.368,0.6496,0.9125,0.6469,1.064,1.2198,1.2286,0.1118,Grade A
mansuri,discolored,5.709,2.188,2.609,9.811,0.5698,0.8273,0.6182,1.1025,1.3113,1.2231,0.1366,Common
mansuri,whole,5.895,1.587,3.714,7.349,0.6631,0.9307,0.7315,1.0549,1.4485,1.1719,0.1488,Grade B
mansuri,discolored,4.798,1.831,2.62,6.902,0.8029,0.9032,0.6198,1.0592,1.3841,1.1902,0.1347,Rejected
mansuri,discolored,6.405,2.032,3.152,10.224,0.816,0.8947,0.6837,1.0484,1.315,1.2164,0.1176,Common
mansuri,whole,5.637,1.981,2.846,8.769,0.7291,0.8946,0.6499,1.0792,1.2141,1.3171,0.1504,Grade A
mansuri,whole,6.616,1.728,3.828,8.98,0.6571,0.9408,0.7394,1.146,1.3866,1.3185,0.1652,Grade A
mansuri,broken,5.617,2.231,2.518,9.842,0.5602,0.9801,0.6044,1.1208,1.377,1.2039,0.1247,Common
mansuri,whole,5.869,1.898,3.093,8.749,0.64,0.8421,0.6777,1.1592,1.3439,1.1521,0.1338,Grade A
mansuri,damaged,5.189,1.719,3.02,7.004,0.6588,0.8831,0.6699,1.0124,1.4718,1.2852,0.1266,Rejected
mansuri,broken,5.953,1.769,3.365,8.27,0.8092,0.8926,0.7037,1.0298,1.3679,1.2874,0.2276,Grade B
mansuri,broken,5.344,2.025,2.639,8.501,0.553,0.8569,0.6225,1.0634,1.3163,1.1715,0.1698,Rejected
mansuri,whole,6.115,1.967,3.11,9.445,0.5783,0.9882,0.6794,1.0737,1.3828,1.3044,0.1637,Grade A
mansuri,broken,6.003,1.873,3.205,8.83,0.708,0.9579,0.689,1.1518,1.3323,1.1975,0.1406,Rejected
mansuri,whole,5.402,2.073,2.606,8.796,0.6871,0.8774,0.6177,1.0645,1.2317,1.1937,0.187,Grade A
mansuri,discolored,5.25,1.858,2.825,7.663,0.549,0.909,0.6473,1.0984,1.3532,1.2234,0.114,Common
mansuri,whole,5.912,1.934,3.057,8.978,0.7198,0.9195,0.674,1.0789,1.3274,1.2385,0.0976,Grade A
mansuri,whole,5.597,2.091,2.677,9.192,0.6228,0.8951,0.6278,1.0792,1.2459,1.1892,0.1731,Common
mansuri,whole,5.1,1.968,2.591,7.884,0.5298,0.8919,0.6155,1.0902,1.444,1.1935,0.084,Grade A
mansuri,whole,5.733,1.96,2.925,8.826,0.7168,0.9781,0.6593,1.0776,1.3816,1.1121,0.1229,Grade A
mansuri,broken,5.482,1.918,2.858,8.26,0.7062,0.8736,0.6513,1.0986,1.1902,1.2918,0.1409,Common
mansuri,foreign,5.028,1.72,2.923,6.792,0.5904,0.9166,0.6591,1.1359,1.3692,1.3643,0.0825,Rejected
mansuri,damaged,5.731,1.811,3.165,8.151,0.6414,0.889,0.685,1.0555,1.4448,1.2605,0.1507,Common
mansuri,whole,6.013,1.658,3.627,7.831,0.5669,0.8111,0.725,1.068,1.3229,1.2162,0.1545,Grade A
mansuri,whole,4.964,2.029,2.447,7.908,0.724,0.9567,0.593,0.9964,1.3349,1.1387,0.1381,Common
mansuri,broken,5.176,1.901,2.723,7.729,0.5468,0.9775,0.6341,1.0977,1.3995,1.1784,0.1343,Grade B
mansuri,whole,5.23,2.003,2.611,8.229,0.6618,0.8212,0.6185,1.0758,1.2157,1.212,0.1143,Common
mansuri,whole,5.433,2.005,2.71,8.554,0.7964,0.919,0.6323,1.0637,1.1681,1.1688,0.1315,Grade B
mansuri,whole,5.761,1.802,3.197,8.154,0.6943,0.9792,0.6882,1.1305,1.3052,1.1739,0.131,Grade A
mansuri,whole,5.787,1.864,3.104,8.475,0.565,1.0,0.6789,1.1292,1.1974,1.1835,0.1533,Grade B
mansuri,whole,5.871,2.124,2.764,9.793,0.6371,0.9061,0.6395,1.0478,1.2937,1.2078,0.1698,Grade B
mansuri,whole,4.752,1.897,2.506,7.079,0.7294,0.9325,0.6025,1.0904,1.32,1.3009,0.1615,Grade A
mansuri,broken,5.435,2.162,2.514,9.229,0.6817,0.919,0.6038,1.0811,1.3979,1.3276,0.1635,Rejected
mansuri,broken,4.594,2.019,2.275,7.286,0.7134,0.9414,0.5624,1.0673,1.2792,1.1853,0.1806,Common
mansuri,chalky,5.664,1.696,3.34,7.544,0.6871,0.8874,0.7015,0.9783,1.438,1.2522,0.166,Common
mansuri,discolored,5.563,1.679,3.313,7.335,0.6516,0.9621,0.6991,1.0469,1.1075,1.1964,0.1457,Rejected
mansuri,whole,5.742,1.941,2.958,8.756,0.8196,0.8441,0.6631,1.1403,1.3601,1.1356,0.1049,Grade A
mansuri,whole,5.217,1.794,2.908,7.351,0.7753,0.8893,0.6572,1.0586,1.2611,1.2771,0.1504,Grade A
mansuri,broken,5.991,1.78,3.365,8.376,0.8316,0.9305,0.7037,1.1004,1.5101,1.1467,0.1394,Grade B
mansuri,chalky,6.142,2.167,2.834,10.454,0.8224,0.9101,0.6484,1.0881,1.1763,1.3322,0.1641,Common
mansuri,discolored,5.13,1.965,2.611,7.918,0.6827,0.9519,0.6184,1.1062,1.1939,1.2145,0.1815,Rejected
mansuri,whole,5.103,1.896,2.692,7.598,0.6375,0.9573,0.6298,1.1119,1.3652,1.2753,0.1707,Grade B
mansuri,whole,5.499,1.815,3.03,7.837,0.6656,0.9013,0.6711,1.0512,1.1534,1.1699,0.1558,Grade A
mansuri,whole,6.222,2.064,3.015,10.085,0.8644,0.9396,0.6694,1.1801,1.2521,1.1713,0.0678,Grade A
mansuri,chalky,5.951,2.146,2.772,10.032,0.6447,0.9073,0.6406,1.0648,1.3406,1.2775,0.0977,Common
mansuri,broken,5.656,1.856,3.048,8.243,0.7113,0.9429,0.6729,1.0987,1.3017,1.1972,0.1791,Rejected
mansuri,whole,5.017,1.839,2.728,7.248,0.7899,0.9219,0.6347,1.1496,1.4513,1.2723,0.1528,Grade A
mansuri,whole,5.436,1.848,2.942,7.889,0.739,0.9123,0.6612,1.0908,1.1676,1.1536,0.1643,Grade B
mansuri,broken,5.625,2.052,2.74,9.067,0.6189,0.9383,0.6364,1.0656,1.3792,1.2191,0.159,Grade B
mansuri,whole,6.292,1.739,3.619,8.593,0.666,0.9316,0.7244,1.1572,1.2652,1.04,0.1908,Grade B
mansuri,whole,5.269,2.151,2.45,8.901,0.8448,0.9669,0.5934,1.0994,1.3166,1.2021,0.1838,Grade A
mansuri,whole,5.884,1.893,3.108,8.747,0.8378,0.8864,0.6793,1.1067,1.2362,1.2104,0.1056,Grade A
mansuri,whole,5.764,2.015,2.861,9.12,0.527,0.9867,0.6517,1.2598,1.3137,1.1715,0.2347,Grade A
mansuri,discolored,5.568,2.115,2.632,9.251,0.736,0.8951,0.6216,1.0529,1.2827,1.1496,0.1514,Common
mansuri,whole,5.286,1.661,3.182,6.895,0.8255,0.8951,0.6867,1.0339,1.2965,1.2141,0.0976,Grade B
mansuri,whole,6.15,1.984,3.1,9.583,0.66,0.8827,0.6785,1.1037,1.359,1.2085,0.1435,Grade A
mansuri,whole,5.37,1.566,3.428,6.605,0.7974,0.9349,0.7092,1.0636,1.4619,1.2152,0.1189,Grade A
mansuri,whole,5.826,1.964,2.967,8.985,0.7395,0.8987,0.6641,1.137,1.2891,1.2434,0.0929,Grade A
mansuri,whole,5.335,2.176,2.452,9.116,0.6233,0.8898,0.5939,1.0831,1.2128,1.0775,0.1431,Common
mansuri,whole,5.445,1.907,2.855,8.155,0.8023,0.9105,0.651,1.0756,1.2875,1.2448,0.1924,Grade A
mansuri,whole,5.629,1.741,3.233,7.697,0.702,0.8467,0.6916,1.0039,1.3393,1.187,0.1561,Grade A
mansuri,whole,5.483,1.703,3.22,7.332,0.8391,0.8522,0.6904,1.0983,1.2266,1.2442,0.1401,Common
mansuri,whole,5.303,2.037,2.604,8.482,0.7029,0.9458,0.6174,1.0511,1.1976,1.2164,0.1404,Common
mansuri,whole,5.578,1.64,3.401,7.186,0.8888,0.9118,0.7068,1.1519,1.2431,1.2285,0.1109,Common
mansuri,broken,5.511,2.012,2.74,8.707,0.5767,0.8858,0.6363,1.1374,1.4779,1.2017,0.1677,Common
mansuri,whole,4.836,1.915,2.525,7.274,0.5374,0.7947,0.6055,1.1278,1.3212,1.1929,0.1468,Grade A
mansuri,whole,5.694,1.796,3.17,8.032,0.7295,0.9081,0.6855,1.0854,1.4555,1.2806,0.1541,Grade A
mansuri,whole,6.527,1.863,3.503,9.551,0.8103,0.9921,0.7154,1.1231,1.2427,1.0639,0.1705,Grade A
mansuri,whole,5.025,1.858,2.705,7.331,0.7034,0.9334,0.6317,1.0431,1.4058,1.1742,0.0998,Grade A
mansuri,whole,5.561,2.118,2.626,9.25,0.6764,0.914,0.6206,1.0438,1.3756,1.2211,0.1374,Grade A
mansuri,whole,5.033,1.805,2.788,7.137,0.7358,0.8602,0.6426,1.0204,1.1401,1.2533,0.1336,Grade A
mansuri,whole,5.15,1.81,2.846,7.319,0.7243,0.8965,0.6499,1.1467,1.2317,1.1271,0.0961,Grade A
mansuri,whole,5.386,1.799,2.994,7.609,0.8243,0.9814,0.6671,1.0899,1.1665,1.176,0.132,Common
mansuri,whole,5.25,1.788,2.936,7.374,0.6347,0.9007,0.6605,1.0719,1.3267,1.2316,0.1227,Grade B
mansuri,damaged,4.885,1.961,2.491,7.524,0.6183,0.9361,0.6002,0.9658,1.4214,1.2503,0.105,Rejected
mansuri,whole,4.938,2.168,2.278,8.407,0.6263,0.8783,0.563,0.974,1.2819,1.1963,0.1715,Grade A
mansuri,broken,5.671,2.061,2.752,9.181,0.5429,0.9741,0.6379,1.1123,1.3973,1.2058,0.0743,Grade B
mansuri,whole,5.442,2.07,2.63,8.846,0.6106,0.9006,0.6212,1.0994,1.078,1.3103,0.123,Common
mansuri,whole,5.978,1.965,3.042,9.226,0.6765,0.8753,0.6724,1.1579,1.1601,1.2488,0.117,Grade B
mansuri,whole,5.745,1.913,3.003,8.632,0.5248,0.877,0.6681,1.1503,1.3233,1.2809,0.1621,Grade A
mansuri,whole,5.539,1.53,3.621,6.655,0.8673,0.9421,0.7246,1.1836,1.1836,1.2847,0.2169,Grade A
mansuri,whole,5.5,1.653,3.328,7.141,0.7493,0.9617,0.7004,1.0739,1.4033,1.11,0.1052,Grade A
mansuri,broken,5.552,1.904,2.916,8.303,0.6283,0.9605,0.6582,1.1419,1.3787,1.2026,0.1681,Common
mansuri,whole,5.191,2.237,2.321,9.12,0.7035,0.8512,0.571,1.1921,1.3201,1.2611,0.1867,Grade B
mansuri,discolored,5.871,1.9,3.09,8.761,0.7686,0.8123,0.6774,1.1368,1.2589,1.3092,0.1687,Rejected
mansuri,whole,5.121,2.16,2.371,8.686,0.8991,0.9396,0.58,1.2054,1.2645,1.1622,0.1512,Grade B
mansuri,whole,5.704,1.949,2.927,8.732,0.6002,0.9459,0.6595,1.1618,1.3237,1.2792,0.1135,Grade B
mansuri,whole,5.077,1.799,2.822,7.173,0.6058,0.8926,0.6469,1.0972,1.377,1.1907,0.1024,Grade B
mansuri,damaged,5.478,1.971,2.779,8.481,0.72,0.9747,0.6414,1.1387,1.2411,1.3407,0.1558,Rejected
mansuri,whole,5.595,1.964,2.849,8.63,0.9492,0.9062,0.6502,1.0909,1.3193,1.2743,0.1048,Grade A
mansuri,whole,4.753,1.806,2.632,6.742,0.5366,0.8988,0.6215,1.1401,1.2387,1.1244,0.1521,Grade B
mansuri,chalky,5.812,2.031,2.862,9.269,0.7954,0.9809,0.6518,1.2421,1.2815,1.2166,0.1375,Rejected
mansuri,damaged,4.989,1.762,2.831,6.905,0.8377,0.971,0.648,1.0882,1.3784,1.2305,0.195,Rejected
mansuri,broken,6.504,1.996,3.259,10.194,0.7049,0.9561,0.6941,1.0881,1.501,1.2208,0.1418,Common
mansuri,whole,5.83,1.82,3.202,8.335,0.7576,0.8446,0.6887,1.1211,1.3462,1.3124,0.1269,Grade A
mansuri,whole,4.992,2.114,2.362,8.288,0.8549,0.936,0.5783,1.1833,1.3207,1.2043,0.14,Grade A
mansuri,whole,5.6,1.894,2.958,8.329,0.7745,0.9247,0.663,1.1002,1.2403,1.2143,0.1721,Grade A
mansuri,whole,5.589,1.785,3.131,7.835,0.6412,0.9315,0.6816,1.042,1.338,1.1563,0.1819,Grade B
mansuri,whole,5.703,1.784,3.197,7.99,0.8041,0.8567,0.6882,1.1388,1.2402,1.1976,0.1191,Grade B
mansuri,broken,5.71,1.845,3.095,8.274,0.6886,0.9274,0.6779,1.0643,1.3268,1.3018,0.1267,Common
mansuri,whole,5.19,1.667,3.113,6.796,0.7302,0.8926,0.6798,1.2221,1.3128,1.1619,0.1156,Grade A
mansuri,whole,5.914,1.809,3.27,8.401,0.7044,0.9678,0.6951,1.0809,1.3063,1.209,0.1705,Common
mansuri,whole,5.524,1.841,3.001,7.985,0.5522,0.9329,0.6679,1.2235,1.2393,1.1636,0.1239,Grade A
mansuri,whole,5.775,1.972,2.929,8.944,0.6841,0.8741,0.6598,1.1155,1.1848,1.2186,0.1761,Grade A
mansuri,whole,6.1,1.802,3.385,8.634,0.8136,0.9123,0.7054,1.1003,1.3451,1.157,0.154,Grade A
mansuri,whole,5.628,1.858,3.029,8.213,0.6843,0.8595,0.671,1.2055,1.3801,1.2678,0.1408,Grade A
mansuri,chalky,5.477,1.78,3.077,7.657,0.7417,0.9784,0.676,1.1086,1.4123,1.275,0.1177,Common
mansuri,whole,4.469,1.876,2.382,6.585,0.5569,0.8962,0.582,1.0921,1.2813,1.1769,0.1171,Grade A
mansuri,whole,6.371,2.199,2.897,11.002,0.5838,0.9991,0.6561,1.086,1.3203,1.2062,0.1302,Common
mansuri,whole,5.319,1.691,3.145,7.065,0.6106,0.8379,0.683,1.1107,1.2143,1.1941,0.1911,Grade B
mansuri,whole,5.467,2.201,2.484,9.449,0.7521,0.9036,0.5991,1.0244,1.3415,1.2598,0.1311,Common
mansuri,whole,5.611,1.842,3.046,8.116,0.6816,0.7956,0.6728,1.0967,1.3875,1.1721,0.1516,Grade A
golden_mansuri,chalky,5.383,2.165,2.486,9.152,0.6783,0.873,0.5994,1.23,1.4243,1.1837,0.1849,Rejected
golden_mansuri,whole,4.988,2.281,2.187,8.937,0.643,0.9021,0.5448,1.3083,1.3741,1.1968,0.1038,Grade B
golden_mansuri,damaged,5.279,2.04,2.587,8.459,0.8416,0.9587,0.615,1.1405,1.3747,1.184,0.1742,Rejected
golden_mansuri,whole,6.106,2.189,2.79,10.498,0.6638,0.9571,0.6428,1.1445,1.2634,1.1958,0.1725,Grade A
golden_mansuri,whole,6.082,2.067,2.943,9.874,0.5791,0.9228,0.6613,1.1568,1.3649,1.2752,0.2006,Grade A
golden_mansuri,broken,5.263,2.226,2.365,9.201,0.8449,0.9042,0.5789,1.1355,1.4673,1.2503,0.1831,Grade B
golden_mansuri,whole,5.31,1.896,2.801,7.906,0.6653,0.8907,0.6442,1.1367,1.2347,1.2775,0.2038,Common
golden_mansuri,whole,4.882,2.276,2.145,8.728,0.6189,0.9628,0.5359,1.1459,1.3523,1.2089,0.2064,Grade A
golden_mansuri,chalky,6.163,2.229,2.765,10.788,0.9325,0.8936,0.6396,1.2074,1.3415,1.294,0.1698,Rejected
golden_mansuri,whole,5.494,1.846,2.976,7.964,0.6483,0.951,0.6651,1.2335,1.3589,1.2991,0.1293,Grade A
golden_mansuri,broken,5.652,2.115,2.672,9.389,0.7691,0.8978,0.6272,1.1583,1.3464,1.1644,0.1666,Grade B
